Sample ID	Sample Name	Input Type	Files	Genus	Species	Strain	Gram	Metadata
1438674.3	Escherichia coli BIDMC 70	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1438674.3.fna					;genome_taxa:1438674;isolation_site:;isolation_source:URINE;collection_date:2013;geographic_location:Boston, MA, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:;host_health:;body_sample_site:;body_sample_subsite:;meropenem:S;gentamicin:;ciprofloxacin:S;trimethoprim/sulfamethoxazole:S;cefazolin:;ampicillin:R;ampicillin/sulbactam:S;ceftazidime:;cefepime:S;piperacillin/tazobactam:S;ceftriaxone:;tobramycin:S;nitrofurantoin:S;amikacin:;imipenem:;tigecycline:;ertapenem:;levofloxacin:;cefotaxime:;cefoxitin:;tetracycline:;cephalothin:;colistin:;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:;polymyxin B:;minocycline:;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
1438675.3	Escherichia coli BIDMC 71	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1438675.3.fna					;genome_taxa:1438675;isolation_site:;isolation_source:URINE;collection_date:2013;geographic_location:Boston, MA, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:;host_health:;body_sample_site:;body_sample_subsite:;meropenem:S;gentamicin:;ciprofloxacin:S;trimethoprim/sulfamethoxazole:S;cefazolin:;ampicillin:R;ampicillin/sulbactam:S;ceftazidime:;cefepime:S;piperacillin/tazobactam:S;ceftriaxone:S;tobramycin:;nitrofurantoin:;amikacin:;imipenem:;tigecycline:;ertapenem:;levofloxacin:;cefotaxime:;cefoxitin:;tetracycline:;cephalothin:;colistin:;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:;polymyxin B:;minocycline:;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
1438676.3	Escherichia coli BIDMC 72	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1438676.3.fna					;genome_taxa:1438676;isolation_site:;isolation_source:URINE;collection_date:2013;geographic_location:Boston, MA, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:;host_health:;body_sample_site:;body_sample_subsite:;meropenem:S;gentamicin:;ciprofloxacin:S;trimethoprim/sulfamethoxazole:S;cefazolin:;ampicillin:R;ampicillin/sulbactam:S;ceftazidime:;cefepime:S;piperacillin/tazobactam:S;ceftriaxone:S;tobramycin:S;nitrofurantoin:S;amikacin:;imipenem:;tigecycline:;ertapenem:;levofloxacin:;cefotaxime:;cefoxitin:;tetracycline:;cephalothin:;colistin:;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:;polymyxin B:;minocycline:;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
1438677.3	Escherichia coli BIDMC 73	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1438677.3.fna					;genome_taxa:1438677;isolation_site:;isolation_source:URINE;collection_date:2013;geographic_location:Boston, MA, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:;host_health:;body_sample_site:;body_sample_subsite:;meropenem:S;gentamicin:;ciprofloxacin:S;trimethoprim/sulfamethoxazole:S;cefazolin:S;ampicillin:R;ampicillin/sulbactam:S;ceftazidime:S;cefepime:S;piperacillin/tazobactam:S;ceftriaxone:S;tobramycin:S;nitrofurantoin:S;amikacin:;imipenem:;tigecycline:;ertapenem:;levofloxacin:;cefotaxime:;cefoxitin:;tetracycline:;cephalothin:;colistin:;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:;polymyxin B:;minocycline:;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
1438678.3	Escherichia coli BIDMC 74	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1438678.3.fna					;genome_taxa:1438678;isolation_site:;isolation_source:URINE;collection_date:2013;geographic_location:Boston, MA, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:;host_health:;body_sample_site:;body_sample_subsite:;meropenem:S;gentamicin:;ciprofloxacin:S;trimethoprim/sulfamethoxazole:R;cefazolin:;ampicillin:R;ampicillin/sulbactam:R;ceftazidime:;cefepime:S;piperacillin/tazobactam:R;ceftriaxone:;tobramycin:S;nitrofurantoin:S;amikacin:;imipenem:;tigecycline:;ertapenem:;levofloxacin:;cefotaxime:;cefoxitin:;tetracycline:;cephalothin:;colistin:;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:;polymyxin B:;minocycline:;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
1438679.3	Escherichia coli BIDMC 75	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1438679.3.fna					;genome_taxa:1438679;isolation_site:;isolation_source:URINE;collection_date:2013;geographic_location:Boston, MA, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:;host_health:;body_sample_site:;body_sample_subsite:;meropenem:S;gentamicin:;ciprofloxacin:S;trimethoprim/sulfamethoxazole:R;cefazolin:;ampicillin:R;ampicillin/sulbactam:S;ceftazidime:;cefepime:S;piperacillin/tazobactam:S;ceftriaxone:S;tobramycin:S;nitrofurantoin:S;amikacin:;imipenem:;tigecycline:;ertapenem:;levofloxacin:;cefotaxime:;cefoxitin:;tetracycline:;cephalothin:;colistin:;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:;polymyxin B:;minocycline:;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
1438680.3	Escherichia coli BIDMC 76	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1438680.3.fna					;genome_taxa:1438680;isolation_site:;isolation_source:URINE;collection_date:2013;geographic_location:Boston, MA, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:;host_health:;body_sample_site:;body_sample_subsite:;meropenem:S;gentamicin:;ciprofloxacin:S;trimethoprim/sulfamethoxazole:S;cefazolin:;ampicillin:S;ampicillin/sulbactam:S;ceftazidime:;cefepime:S;piperacillin/tazobactam:S;ceftriaxone:S;tobramycin:S;nitrofurantoin:S;amikacin:;imipenem:;tigecycline:;ertapenem:;levofloxacin:;cefotaxime:;cefoxitin:;tetracycline:;cephalothin:;colistin:;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:;polymyxin B:;minocycline:;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
1438681.3	Escherichia coli BIDMC 77	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1438681.3.fna					;genome_taxa:1438681;isolation_site:;isolation_source:BLOOD CULTURE;collection_date:2013;geographic_location:Boston, MA, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:;host_health:;body_sample_site:;body_sample_subsite:;meropenem:S;gentamicin:;ciprofloxacin:;trimethoprim/sulfamethoxazole:R;cefazolin:;ampicillin:R;ampicillin/sulbactam:R;ceftazidime:;cefepime:R;piperacillin/tazobactam:R;ceftriaxone:S;tobramycin:;nitrofurantoin:;amikacin:S;imipenem:;tigecycline:;ertapenem:;levofloxacin:;cefotaxime:;cefoxitin:;tetracycline:;cephalothin:;colistin:;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:;polymyxin B:;minocycline:;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
1438682.3	Escherichia coli BIDMC 78	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1438682.3.fna					;genome_taxa:1438682;isolation_site:;isolation_source:BLOOD CULTURE;collection_date:2013;geographic_location:Boston, MA, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:;host_health:;body_sample_site:;body_sample_subsite:;meropenem:S;gentamicin:;ciprofloxacin:S;trimethoprim/sulfamethoxazole:S;cefazolin:;ampicillin:S;ampicillin/sulbactam:S;ceftazidime:;cefepime:S;piperacillin/tazobactam:S;ceftriaxone:S;tobramycin:S;nitrofurantoin:;amikacin:;imipenem:;tigecycline:;ertapenem:;levofloxacin:;cefotaxime:;cefoxitin:;tetracycline:;cephalothin:;colistin:;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:;polymyxin B:;minocycline:;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
1438683.3	Escherichia coli BIDMC 79	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1438683.3.fna					;genome_taxa:1438683;isolation_site:;isolation_source:URINE;collection_date:2013;geographic_location:Boston, MA, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:;host_health:;body_sample_site:;body_sample_subsite:;meropenem:S;gentamicin:;ciprofloxacin:S;trimethoprim/sulfamethoxazole:S;cefazolin:;ampicillin:R;ampicillin/sulbactam:S;ceftazidime:S;cefepime:S;piperacillin/tazobactam:S;ceftriaxone:S;tobramycin:S;nitrofurantoin:S;amikacin:;imipenem:;tigecycline:;ertapenem:;levofloxacin:;cefotaxime:;cefoxitin:;tetracycline:;cephalothin:;colistin:;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:;polymyxin B:;minocycline:;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
1438684.3	Escherichia coli CHS 68	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1438684.3.fna					;genome_taxa:1438684;isolation_site:;isolation_source:Urine;collection_date:;geographic_location:North Carolina, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:Adult;host_health:;body_sample_site:;body_sample_subsite:;meropenem:R;gentamicin:R;ciprofloxacin:R;trimethoprim/sulfamethoxazole:R;cefazolin:R;ampicillin:R;ampicillin/sulbactam:R;ceftazidime:R;cefepime:;piperacillin/tazobactam:;ceftriaxone:;tobramycin:;nitrofurantoin:R;amikacin:R;imipenem:S;tigecycline:R;ertapenem:R;levofloxacin:R;cefotaxime:R;cefoxitin:R;tetracycline:;cephalothin:R;colistin:;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:;polymyxin B:;minocycline:;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
1438685.3	Escherichia coli CHS 69	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1438685.3.fna					;genome_taxa:1438685;isolation_site:;isolation_source:Urine;collection_date:8/23/13;geographic_location:North Carolina, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:Adult;host_health:;body_sample_site:;body_sample_subsite:;meropenem:R;gentamicin:R;ciprofloxacin:R;trimethoprim/sulfamethoxazole:R;cefazolin:R;ampicillin:S;ampicillin/sulbactam:R;ceftazidime:R;cefepime:;piperacillin/tazobactam:;ceftriaxone:;tobramycin:;nitrofurantoin:R;amikacin:S;imipenem:;tigecycline:R;ertapenem:R;levofloxacin:R;cefotaxime:R;cefoxitin:R;tetracycline:;cephalothin:R;colistin:;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:;polymyxin B:;minocycline:;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
1438686.3	Escherichia coli CHS 77	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1438686.3.fna					;genome_taxa:1438686;isolation_site:;isolation_source:Urine;collection_date:9/15/13;geographic_location:North Carolina, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:Adult;host_health:;body_sample_site:;body_sample_subsite:;meropenem:R;gentamicin:R;ciprofloxacin:S;trimethoprim/sulfamethoxazole:S;cefazolin:R;ampicillin:R;ampicillin/sulbactam:S;ceftazidime:R;cefepime:;piperacillin/tazobactam:;ceftriaxone:;tobramycin:;nitrofurantoin:R;amikacin:S;imipenem:R;tigecycline:R;ertapenem:R;levofloxacin:R;cefotaxime:;cefoxitin:R;tetracycline:;cephalothin:R;colistin:;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:;polymyxin B:;minocycline:;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
1438687.3	Escherichia coli MGH 57	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1438687.3.fna					;genome_taxa:1438687;isolation_site:;isolation_source:Wound abscess;collection_date:4/13/13;geographic_location:Boston, MA, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:Adult;host_health:;body_sample_site:;body_sample_subsite:;meropenem:R;gentamicin:R;ciprofloxacin:S;trimethoprim/sulfamethoxazole:R;cefazolin:R;ampicillin:;ampicillin/sulbactam:S;ceftazidime:R;cefepime:;piperacillin/tazobactam:;ceftriaxone:;tobramycin:;nitrofurantoin:;amikacin:S;imipenem:;tigecycline:;ertapenem:R;levofloxacin:R;cefotaxime:R;cefoxitin:;tetracycline:;cephalothin:;colistin:;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:;polymyxin B:;minocycline:;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
1438688.3	Escherichia coli MGH 58	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1438688.3.fna					;genome_taxa:1438688;isolation_site:;isolation_source:Urine;collection_date:4/13/13;geographic_location:Boston, MA, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:Adult;host_health:;body_sample_site:;body_sample_subsite:;meropenem:S;gentamicin:S;ciprofloxacin:S;trimethoprim/sulfamethoxazole:S;cefazolin:R;ampicillin:R;ampicillin/sulbactam:;ceftazidime:S;cefepime:;piperacillin/tazobactam:;ceftriaxone:;tobramycin:;nitrofurantoin:S;amikacin:S;imipenem:;tigecycline:S;ertapenem:S;levofloxacin:S;cefotaxime:S;cefoxitin:;tetracycline:;cephalothin:;colistin:;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:;polymyxin B:;minocycline:;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
1438689.3	Escherichia coli UCI 51	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1438689.3.fna					;genome_taxa:1438689;isolation_site:;isolation_source:urine;collection_date:;geographic_location:California, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:;host_health:;body_sample_site:;body_sample_subsite:;meropenem:R;gentamicin:R;ciprofloxacin:R;trimethoprim/sulfamethoxazole:;cefazolin:R;ampicillin:R;ampicillin/sulbactam:R;ceftazidime:R;cefepime:;piperacillin/tazobactam:;ceftriaxone:;tobramycin:;nitrofurantoin:S;amikacin:S;imipenem:;tigecycline:;ertapenem:;levofloxacin:R;cefotaxime:R;cefoxitin:R;tetracycline:;cephalothin:;colistin:;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:;polymyxin B:;minocycline:;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
1438691.3	Escherichia coli UCI 53	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1438691.3.fna					;genome_taxa:1438691;isolation_site:;isolation_source:aspirate, biliary drain;collection_date:;geographic_location:California, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:;host_health:;body_sample_site:;body_sample_subsite:;meropenem:;gentamicin:R;ciprofloxacin:S;trimethoprim/sulfamethoxazole:;cefazolin:R;ampicillin:;ampicillin/sulbactam:R;ceftazidime:R;cefepime:;piperacillin/tazobactam:;ceftriaxone:;tobramycin:;nitrofurantoin:S;amikacin:S;imipenem:;tigecycline:;ertapenem:;levofloxacin:R;cefotaxime:R;cefoxitin:R;tetracycline:;cephalothin:;colistin:;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:;polymyxin B:;minocycline:;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
1438693.3	Escherichia coli UCI 57	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1438693.3.fna					;genome_taxa:1438693;isolation_site:;isolation_source:urine;collection_date:;geographic_location:California, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:;host_health:;body_sample_site:;body_sample_subsite:;meropenem:S;gentamicin:S;ciprofloxacin:R;trimethoprim/sulfamethoxazole:;cefazolin:R;ampicillin:;ampicillin/sulbactam:R;ceftazidime:R;cefepime:;piperacillin/tazobactam:;ceftriaxone:;tobramycin:;nitrofurantoin:;amikacin:S;imipenem:;tigecycline:;ertapenem:;levofloxacin:S;cefotaxime:R;cefoxitin:R;tetracycline:;cephalothin:;colistin:;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:;polymyxin B:;minocycline:;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
1438694.3	Escherichia coli UCI 58	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1438694.3.fna					;genome_taxa:1438694;isolation_site:;isolation_source:urine;collection_date:;geographic_location:California, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:;host_health:;body_sample_site:;body_sample_subsite:;meropenem:S;gentamicin:S;ciprofloxacin:R;trimethoprim/sulfamethoxazole:;cefazolin:R;ampicillin:R;ampicillin/sulbactam:R;ceftazidime:R;cefepime:;piperacillin/tazobactam:;ceftriaxone:;tobramycin:;nitrofurantoin:;amikacin:S;imipenem:;tigecycline:S;ertapenem:S;levofloxacin:S;cefotaxime:R;cefoxitin:R;tetracycline:;cephalothin:;colistin:;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:;polymyxin B:;minocycline:;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
1438695.3	Escherichia coli UCI 65	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1438695.3.fna					;genome_taxa:1438695;isolation_site:;isolation_source:urine;collection_date:;geographic_location:California, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:;host_health:;body_sample_site:;body_sample_subsite:;meropenem:S;gentamicin:R;ciprofloxacin:R;trimethoprim/sulfamethoxazole:;cefazolin:R;ampicillin:R;ampicillin/sulbactam:R;ceftazidime:R;cefepime:;piperacillin/tazobactam:;ceftriaxone:;tobramycin:;nitrofurantoin:R;amikacin:S;imipenem:;tigecycline:;ertapenem:;levofloxacin:R;cefotaxime:R;cefoxitin:R;tetracycline:;cephalothin:;colistin:;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:;polymyxin B:;minocycline:;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
1438696.3	Escherichia coli UCI 66	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1438696.3.fna					;genome_taxa:1438696;isolation_site:;isolation_source:urine;collection_date:;geographic_location:California, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:;host_health:;body_sample_site:;body_sample_subsite:;meropenem:S;gentamicin:S;ciprofloxacin:S;trimethoprim/sulfamethoxazole:;cefazolin:R;ampicillin:;ampicillin/sulbactam:R;ceftazidime:R;cefepime:;piperacillin/tazobactam:;ceftriaxone:;tobramycin:;nitrofurantoin:S;amikacin:S;imipenem:;tigecycline:S;ertapenem:S;levofloxacin:S;cefotaxime:R;cefoxitin:R;tetracycline:;cephalothin:;colistin:;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:;polymyxin B:;minocycline:;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
1445862.3	Escherichia coli BIDMC 82	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1445862.3.fna					;genome_taxa:1445862;isolation_site:;isolation_source:urine;collection_date:11/11/13;geographic_location:Boston, MA, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:;host_health:;body_sample_site:;body_sample_subsite:;meropenem:R;gentamicin:;ciprofloxacin:;trimethoprim/sulfamethoxazole:R;cefazolin:;ampicillin:R;ampicillin/sulbactam:R;ceftazidime:;cefepime:R;piperacillin/tazobactam:R;ceftriaxone:;tobramycin:;nitrofurantoin:S;amikacin:S;imipenem:;tigecycline:;ertapenem:;levofloxacin:;cefotaxime:;cefoxitin:;tetracycline:;cephalothin:;colistin:;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:S;polymyxin B:;minocycline:S;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
1445863.3	Escherichia coli BIDMC 83	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/1445863.3.fna					;genome_taxa:1445863;isolation_site:;isolation_source:urine;collection_date:11/11/13;geographic_location:Boston, MA, USA;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:;host_age:;host_health:;body_sample_site:;body_sample_subsite:;meropenem:S;gentamicin:S;ciprofloxacin:S;trimethoprim/sulfamethoxazole:S;cefazolin:S;ampicillin:S;ampicillin/sulbactam:S;ceftazidime:S;cefepime:S;piperacillin/tazobactam:S;ceftriaxone:S;tobramycin:S;nitrofurantoin:S;amikacin:;imipenem:;tigecycline:;ertapenem:;levofloxacin:;cefotaxime:;cefoxitin:;tetracycline:;cephalothin:;colistin:;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:;polymyxin B:;minocycline:;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
562.10576	Escherichia coli strain MRSN388634	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/562.10576.fna					;genome_taxa:562.10576;isolation_site:;isolation_source:cultured from the urine of a 49 year-old female who presented to a clinic in Pennsylvania with symptoms indicative of a UTI;collection_date:May-16;geographic_location:United States;latitude:;longitude:;altitude:;host_name:Human, Homo sapiens;host_gender:female;host_age:49 years;host_health:;body_sample_site:;body_sample_subsite:;meropenem:S;gentamicin:;ciprofloxacin:;trimethoprim/sulfamethoxazole:;cefazolin:;ampicillin:;ampicillin/sulbactam:R;ceftazidime:;cefepime:R;piperacillin/tazobactam:R;ceftriaxone:S;tobramycin:;nitrofurantoin:S;amikacin:S;imipenem:;tigecycline:S;ertapenem:S;levofloxacin:;cefotaxime:;cefoxitin:;tetracycline:;cephalothin:;colistin:R;aztreonam:R;amoxicillin/clavulanic acid:;doripenem:;doxycycline:;polymyxin B:;minocycline:;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
562.12959	Escherichia coli strain AR_0001	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/562.12959.fna					;genome_taxa:562.12959;isolation_site:;isolation_source:;collection_date:;geographic_location:;latitude:;longitude:;altitude:;host_name:;host_gender:;host_age:;host_health:;body_sample_site:;body_sample_subsite:;meropenem:R;gentamicin:R;ciprofloxacin:S;trimethoprim/sulfamethoxazole:;cefazolin:R;ampicillin:R;ampicillin/sulbactam:R;ceftazidime:R;cefepime:R;piperacillin/tazobactam:R;ceftriaxone:R;tobramycin:R;nitrofurantoin:;amikacin:S;imipenem:S;tigecycline:R;ertapenem:R;levofloxacin:R;cefotaxime:R;cefoxitin:;tetracycline:R;cephalothin:;colistin:S;aztreonam:R;amoxicillin/clavulanic acid:R;doripenem:R;doxycycline:;polymyxin B:;minocycline:;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
562.12960	Escherichia coli strain AR_0048	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/562.12960.fna					;genome_taxa:562.12960;isolation_site:;isolation_source:;collection_date:;geographic_location:;latitude:;longitude:;altitude:;host_name:;host_gender:;host_age:;host_health:;body_sample_site:;body_sample_subsite:;meropenem:nan;gentamicin:nan;ciprofloxacin:nan;trimethoprim/sulfamethoxazole:nan;cefazolin:nan;ampicillin:nan;ampicillin/sulbactam:nan;ceftazidime:nan;cefepime:nan;piperacillin/tazobactam:nan;ceftriaxone:nan;tobramycin:nan;nitrofurantoin:nan;amikacin:nan;imipenem:nan;tigecycline:nan;ertapenem:nan;levofloxacin:nan;cefotaxime:nan;cefoxitin:nan;tetracycline:nan;cephalothin:nan;colistin:nan;aztreonam:nan;amoxicillin/clavulanic acid:nan;doripenem:nan;doxycycline:nan;polymyxin B:nan;minocycline:nan;fosfomycin:nan;norfloxacin:nan;chloramphenicol:nan;ticarcillin-clavulanic acid:nan;trimethoprim:nan;cefotaxime/clavulanic acid:nan;cephalexin:nan;piperacillin:nan
562.13502	Escherichia coli strain ICBEC7P	asm	/media/ktht/ExtraUbuntu/Ecoli/PATRICFasta/562.13502.fna					;genome_taxa:562.13502;isolation_site:;isolation_source:epidermis;collection_date:14-Jun-2013;geographic_location:Brazil: Santos;latitude:;longitude:;altitude:;host_name:Spheniscus magellanicus;host_gender:;host_age:;host_health:skin lesion;body_sample_site:;body_sample_subsite:;meropenem:;gentamicin:R;ciprofloxacin:R;trimethoprim/sulfamethoxazole:;cefazolin:;ampicillin:;ampicillin/sulbactam:;ceftazidime:;cefepime:;piperacillin/tazobactam:;ceftriaxone:;tobramycin:;nitrofurantoin:;amikacin:;imipenem:;tigecycline:;ertapenem:S;levofloxacin:;cefotaxime:R;cefoxitin:S;tetracycline:R;cephalothin:;colistin:;aztreonam:;amoxicillin/clavulanic acid:;doripenem:;doxycycline:;polymyxin B:;minocycline:;fosfomycin:;norfloxacin:;chloramphenicol:;ticarcillin-clavulanic acid:;trimethoprim:R;cefotaxime/clavulanic acid:;cephalexin:;piperacillin:
